Client_ID,Client_Type,Client_Verification,Client_Location,Cargo_ID,Cargo_Type,Cargo_Value,Cargo_Weight,Cargo_Risk,Transporter,Route,Border_Point,GPS_Location,KRA_Lock,KRA_Penalty,Incident_Type,Incident_Location,Incident_Report_Date,Estimated_Loss
1643,Business,Unverified,Eldoret,669855,Machinery,551402.497,3300.712943,Low,Transporter_C,Mombasa-Kampala,Namanga,In Transit,TRUE,50000,None,N/A,,-945.9817225
3156,Business,Verified,Kisumu,634561,Machinery,682043.6374,9128.451578,High,Transporter_B,Mombasa-Kampala,Malaba,At Customs,TRUE,100000,None,N/A,,-48.0646498
4191,Individual,Verified,Nairobi,470427,Furniture,399706.9195,9543.719074,High,Transporter_A,Nairobi-Kisumu,Taveta,Unknown,TRUE,0,Damage,Transit,6/17/2024,63409.25411
8421,Business,Verified,Eldoret,711305,Textiles,734891.1111,6932.512814,Low,Transporter_C,Mombasa-Kampala,Malaba,In Transit,TRUE,100000,None,N/A,,-1325.867635
5270,Business,Verified,Nakuru,577312,Textiles,692860.5447,7473.878792,High,Transporter_C,Mombasa-Nairobi,Malaba,Delivered,FALSE,50000,Theft,Warehouse,9/29/2024,78961.18548
6296,Business,Verified,Mombasa,415244,Furniture,756236.2231,5982.861401,Medium,Transporter_A,Nairobi-Eldoret,Malaba,In Transit,TRUE,50000,None,N/A,,-3063.490424
2100,Business,Unverified,Kisumu,573655,Furniture,149141.9423,7379.970417,Medium,Transporter_A,Mombasa-Kampala,Malaba,At Customs,FALSE,0,None,N/A,,1740.23787
2968,Business,Verified,Nairobi,831989,Textiles,792274.5975,7958.654114,Medium,Transporter_C,Nairobi-Eldoret,Malaba,Delivered,FALSE,10000,None,N/A,,-2438.278849
4904,Individual,Verified,Mombasa,426488,Electronics,512861.8955,2735.389064,High,Transporter_A,Mombasa-Kampala,Busia,Unknown,TRUE,50000,Theft,Transit,2/27/2024,21536.55775
8905,Individual,Verified,Mombasa,470577,Machinery,315601.8205,9808.127094,Medium,Transporter_B,Nairobi-Eldoret,Malaba,In Transit,TRUE,100000,None,N/A,,2299.550432
3598,Business,Verified,Nairobi,524701,Furniture,91141.37318,666.6328995,Low,Transporter_C,Mombasa-Nairobi,Namanga,At Customs,TRUE,0,None,N/A,,139.3217095
2037,Business,Verified,Mombasa,901851,Machinery,684828.6191,754.9420577,High,Transporter_B,Mombasa-Kampala,Taveta,In Transit,TRUE,10000,Theft,Transit,1/9/2024,65603.60992
3104,Business,Verified,Eldoret,171135,Vehicle,821888.556,6690.762713,High,Transporter_A,Mombasa-Kampala,Namanga,At Customs,TRUE,0,None,N/A,,1339.749429
9662,Business,Verified,Nairobi,187165,Machinery,694197.0278,6547.681607,Medium,Transporter_A,Mombasa-Kampala,Malaba,Unknown,TRUE,10000,None,N/A,,1784.927719
5658,Business,Verified,Eldoret,613755,Furniture,303341.8728,7404.524801,Medium,Transporter_B,Nairobi-Eldoret,Taveta,Delivered,TRUE,50000,Fraud,Warehouse,11/11/2023,51743.69352
8892,Business,Verified,Nairobi,150250,Vehicle,265099.0926,9469.443558,High,Transporter_B,Nairobi-Eldoret,Malaba,In Transit,TRUE,0,Theft,Border,4/19/2024,13296.51319
6468,Business,Verified,Kisumu,486044,Vehicle,52563.49167,1196.443258,Medium,Transporter_B,Mombasa-Nairobi,Busia,Delivered,TRUE,0,None,N/A,,-1266.401109
1687,Individual,Verified,Mombasa,336088,Electronics,406358.1814,5045.856727,Low,Transporter_A,Mombasa-Kampala,Malaba,In Transit,TRUE,50000,None,N/A,,-2499.77305
8845,Business,Verified,Nakuru,981934,Machinery,607647.2199,9776.248629,High,Transporter_C,Nairobi-Eldoret,Busia,In Transit,FALSE,50000,None,N/A,,213.6597507
2652,Individual,Unverified,Nairobi,734480,Furniture,276681.5495,3566.198367,Low,Transporter_C,Nairobi-Eldoret,Taveta,At Customs,TRUE,0,None,N/A,,1243.099534
7614,Business,Verified,Nairobi,512683,Textiles,739392.805,7449.009211,Medium,Transporter_A,Mombasa-Kampala,Busia,At Customs,TRUE,0,Damage,Warehouse,1/6/2024,93664.19835
6668,Individual,Verified,Kisumu,746203,Textiles,715175.2632,7142.292126,Low,Transporter_A,Mombasa-Kampala,Malaba,In Transit,TRUE,100000,None,N/A,,378.5244811
2802,Individual,Verified,Kisumu,145562,Furniture,773099.7798,2864.719196,High,Transporter_C,Nairobi-Eldoret,Taveta,At Customs,TRUE,0,Theft,Border,1/17/2024,36391.39709
1375,Individual,Verified,Kisumu,971127,Electronics,274154.4324,5287.301654,High,Transporter_A,Mombasa-Nairobi,Malaba,At Customs,TRUE,10000,None,N/A,,-492.608652
6374,Business,Verified,Mombasa,508271,Textiles,389774.6567,1241.126889,Low,Transporter_B,Nairobi-Eldoret,Namanga,Delivered,FALSE,10000,None,N/A,,222.0054124
9851,Business,Verified,Mombasa,957353,Machinery,432475.9165,8219.293634,High,Transporter_A,Nairobi-Kisumu,Malaba,At Customs,TRUE,10000,None,N/A,,1351.86778
3322,Individual,Verified,Nakuru,679443,Electronics,811652.0694,5595.780476,High,Transporter_C,Mombasa-Kampala,Namanga,In Transit,FALSE,10000,None,N/A,,-3624.089139
8594,Business,Verified,Nairobi,692990,Textiles,544862.5275,3568.254713,Low,Transporter_A,Mombasa-Nairobi,Busia,At Customs,TRUE,10000,None,N/A,,2395.924092
5124,Business,Verified,Nairobi,821180,Vehicle,85339.5553,4178.036619,Low,Transporter_B,Mombasa-Kampala,Namanga,In Transit,TRUE,50000,None,N/A,,-519.9669303
8392,Business,Verified,Mombasa,381080,Vehicle,586610.8916,6899.811239,Low,Transporter_C,Mombasa-Kampala,Taveta,At Customs,TRUE,0,None,N/A,,1530.449602
7059,Individual,Verified,Nairobi,278841,Furniture,297403.4354,6434.314131,Low,Transporter_C,Mombasa-Nairobi,Busia,At Customs,FALSE,10000,Damage,Border,2/16/2024,59831.62345
3497,Business,Unverified,Eldoret,752633,Textiles,672050.7167,2346.262753,Medium,Transporter_C,Mombasa-Kampala,Busia,Unknown,TRUE,50000,None,N/A,,-8.13003148
1155,Business,Verified,Eldoret,980198,Furniture,181172.9352,8057.845529,High,Transporter_B,Mombasa-Kampala,Taveta,In Transit,TRUE,10000,None,N/A,,-1109.985969
3581,Business,Verified,Nakuru,426240,Vehicle,374555.5233,7852.664773,Low,Transporter_A,Nairobi-Eldoret,Busia,At Customs,FALSE,10000,None,N/A,,-2351.191654
5266,Business,Verified,Eldoret,148444,Machinery,504539.3406,9280.639607,Medium,Transporter_C,Nairobi-Kisumu,Malaba,At Customs,FALSE,50000,Fraud,Border,10/15/2024,14355.14471
8972,Business,Unverified,Nairobi,443521,Vehicle,466801.7098,5490.465105,High,Transporter_B,Mombasa-Kampala,Taveta,In Transit,TRUE,10000,Damage,Border,8/15/2024,57055.00423
8849,Business,Verified,Kisumu,341170,Textiles,815664.5049,3790.610109,Low,Transporter_C,Mombasa-Kampala,Malaba,At Customs,TRUE,10000,None,N/A,,125.2246902
9767,Business,Verified,Mombasa,304298,Electronics,628468.3863,2903.668049,High,Transporter_B,Mombasa-Kampala,Taveta,At Customs,TRUE,50000,None,N/A,,-1089.505587
1201,Business,Unverified,Kisumu,735135,Vehicle,362119.4766,7982.559612,High,Transporter_A,Mombasa-Kampala,Busia,Unknown,FALSE,50000,None,N/A,,1779.230626
6560,Individual,Verified,Mombasa,796325,Machinery,958325.5799,2626.249627,High,Transporter_A,Mombasa-Kampala,Namanga,Unknown,FALSE,50000,Damage,Border,6/14/2024,21536.50553
5886,Individual,Verified,Nairobi,437429,Vehicle,343760.5845,656.9061065,Medium,Transporter_A,Nairobi-Kisumu,Malaba,Unknown,TRUE,10000,Theft,Border,2/9/2024,79998.75405
8211,Business,Verified,Nakuru,989182,Electronics,556757.1791,9009.482362,High,Transporter_A,Mombasa-Kampala,Busia,In Transit,TRUE,0,None,N/A,,1793.112523
9800,Business,Verified,Nairobi,902172,Textiles,186810.9817,2441.161008,High,Transporter_C,Nairobi-Kisumu,Namanga,At Customs,FALSE,10000,Theft,Border,11/2/2024,27437.39848
6258,Individual,Verified,Kisumu,121500,Textiles,200974.9474,1703.35574,High,Transporter_A,Nairobi-Kisumu,Malaba,Delivered,TRUE,50000,Fraud,Transit,9/15/2024,71829.89104
7295,Business,Unverified,Mombasa,177474,Vehicle,329561.2917,7433.509183,Low,Transporter_C,Nairobi-Eldoret,Namanga,Delivered,TRUE,100000,None,N/A,,1597.418072
2895,Business,Verified,Eldoret,274811,Furniture,350606.1316,2525.80791,High,Transporter_A,Nairobi-Kisumu,Taveta,Delivered,FALSE,10000,None,N/A,,1122.654922
5873,Individual,Verified,Kisumu,679823,Vehicle,527550.1094,117.4693327,Low,Transporter_B,Mombasa-Nairobi,Namanga,At Customs,TRUE,10000,Theft,Transit,6/5/2024,84504.2862
1663,Business,Unverified,Kisumu,791805,Furniture,389590.7746,3760.946909,High,Transporter_A,Nairobi-Kisumu,Malaba,Delivered,TRUE,10000,None,N/A,,1016.544809
8240,Individual,Verified,Nakuru,615182,Textiles,901888.6726,4534.444299,Medium,Transporter_B,Mombasa-Nairobi,Malaba,In Transit,TRUE,0,Fraud,Transit,7/16/2024,62396.77048
2098,Business,Verified,Eldoret,491529,Vehicle,689900.755,1522.8959,Medium,Transporter_A,Mombasa-Kampala,Namanga,At Customs,TRUE,0,Theft,Transit,8/29/2024,3121.505467
6670,Individual,Verified,Mombasa,484596,Machinery,176015.4485,8613.271059,High,Transporter_B,Mombasa-Nairobi,Malaba,In Transit,FALSE,10000,None,N/A,,-403.837666
9210,Business,Verified,Kisumu,509141,Electronics,715713.4516,7292.233941,Low,Transporter_A,Nairobi-Eldoret,Namanga,Delivered,FALSE,10000,None,N/A,,-291.6343038
8846,Business,Verified,Mombasa,518706,Vehicle,71751.71765,4468.287244,Low,Transporter_A,Mombasa-Nairobi,Busia,In Transit,TRUE,0,Theft,Border,5/24/2024,95203.06568
9575,Business,Verified,Nakuru,387506,Furniture,219500.1915,7934.320324,Medium,Transporter_C,Nairobi-Eldoret,Busia,At Customs,TRUE,0,None,N/A,,580.9899203
5624,Business,Verified,Mombasa,586676,Vehicle,558243.9616,6589.363248,Low,Transporter_C,Mombasa-Nairobi,Malaba,At Customs,TRUE,0,Theft,Border,6/7/2024,60085.30068
1891,Business,Verified,Nakuru,128604,Machinery,808926.545,1108.797698,High,Transporter_C,Nairobi-Kisumu,Busia,Delivered,FALSE,50000,None,N/A,,2035.318396
1215,Individual,Verified,Nairobi,490488,Furniture,460193.6777,3243.436067,High,Transporter_B,Nairobi-Eldoret,Malaba,At Customs,TRUE,0,Theft,Transit,2/4/2024,49958.85451
9884,Individual,Unverified,Nairobi,697816,Electronics,535500.9386,3331.212443,Medium,Transporter_A,Mombasa-Kampala,Namanga,Delivered,TRUE,0,None,N/A,,-1006.365671
5206,Business,Verified,Nairobi,964919,Electronics,115540.2471,1509.807358,Medium,Transporter_C,Mombasa-Nairobi,Taveta,At Customs,FALSE,100000,Theft,Border,4/22/2024,7515.186939
7241,Business,Verified,Mombasa,816123,Machinery,330753.3459,8833.610885,Low,Transporter_C,Mombasa-Kampala,Namanga,In Transit,TRUE,50000,None,N/A,,-349.5237651
7477,Business,Unverified,Eldoret,663397,Machinery,890224.2951,8530.623089,Low,Transporter_C,Nairobi-Eldoret,Namanga,Unknown,TRUE,10000,None,N/A,,524.7505585
7034,Individual,Unverified,Nairobi,884405,Vehicle,2634.120688,7173.059629,Low,Transporter_B,Nairobi-Eldoret,Busia,In Transit,FALSE,100000,Theft,Transit,1/20/2024,80076.35696
2625,Business,Verified,Kisumu,563890,Vehicle,776163.1823,8589.039955,Low,Transporter_A,Nairobi-Eldoret,Namanga,Delivered,TRUE,10000,None,N/A,,588.3286833
9082,Individual,Verified,Nairobi,450804,Furniture,650766.2592,3627.058862,Low,Transporter_B,Nairobi-Eldoret,Malaba,At Customs,TRUE,50000,None,N/A,,2812.146418
2291,Individual,Unverified,Nairobi,247712,Furniture,456483.132,9428.283353,High,Transporter_C,Nairobi-Kisumu,Namanga,At Customs,TRUE,10000,None,N/A,,2857.686157
5036,Individual,Verified,Eldoret,184300,Vehicle,211657.3797,3710.089096,High,Transporter_A,Nairobi-Kisumu,Malaba,Delivered,FALSE,0,Theft,Border,1/25/2024,74524.62497
7801,Business,Verified,Eldoret,925647,Textiles,464717.6603,3984.979046,Low,Transporter_C,Nairobi-Eldoret,Busia,In Transit,TRUE,0,None,N/A,,879.5372803
2184,Business,Verified,Eldoret,381243,Furniture,762245.6276,1494.190069,Medium,Transporter_C,Nairobi-Eldoret,Malaba,Unknown,TRUE,50000,Theft,Border,10/9/2024,43183.08428
5213,Individual,Unverified,Nakuru,855800,Electronics,569796.2928,1601.404295,Low,Transporter_A,Mombasa-Nairobi,Malaba,At Customs,FALSE,50000,None,N/A,,-95.44208829
9636,Business,Verified,Eldoret,776597,Furniture,73179.70986,9957.349483,Medium,Transporter_C,Mombasa-Nairobi,Taveta,Delivered,TRUE,50000,Theft,Transit,6/7/2024,76382.97279
6237,Individual,Verified,Eldoret,479426,Textiles,982098.3286,4820.253586,Medium,Transporter_C,Mombasa-Nairobi,Busia,In Transit,FALSE,100000,Theft,Border,3/12/2024,30895.57618
9006,Individual,Verified,Eldoret,891893,Textiles,324545.9207,7640.772598,Medium,Transporter_B,Nairobi-Kisumu,Busia,Unknown,TRUE,0,Theft,Transit,4/19/2024,28602.20356
3113,Business,Verified,Nairobi,181119,Textiles,902760.9412,7043.319279,Medium,Transporter_B,Nairobi-Eldoret,Busia,Delivered,TRUE,10000,None,N/A,,-1003.860338
9927,Individual,Verified,Kisumu,778822,Vehicle,44513.02557,6335.790661,Low,Transporter_C,Nairobi-Kisumu,Namanga,At Customs,TRUE,0,Theft,Warehouse,1/24/2024,74979.62967
7643,Business,Verified,Eldoret,980677,Machinery,650770.6787,202.8593892,High,Transporter_C,Nairobi-Eldoret,Namanga,At Customs,FALSE,10000,None,N/A,,231.7048851
4398,Business,Verified,Nakuru,484583,Furniture,633695.8214,8992.716143,Low,Transporter_A,Nairobi-Eldoret,Namanga,In Transit,TRUE,10000,Theft,Border,7/29/2024,89298.19202
8186,Business,Verified,Nakuru,178066,Electronics,905344.7607,5229.537216,Medium,Transporter_B,Mombasa-Nairobi,Busia,Unknown,TRUE,0,None,N/A,,333.5157217
7015,Individual,Verified,Kisumu,437748,Textiles,390760.5213,2294.793064,Low,Transporter_B,Nairobi-Kisumu,Busia,In Transit,FALSE,50000,None,N/A,,-541.8339461
2645,Business,Verified,Nakuru,349126,Machinery,415630.6374,2250.636959,Low,Transporter_C,Mombasa-Nairobi,Namanga,In Transit,TRUE,0,None,N/A,,-151.2910331
5543,Business,Verified,Nakuru,864227,Furniture,413494.0556,2508.027718,Low,Transporter_A,Nairobi-Kisumu,Taveta,At Customs,TRUE,50000,Theft,Transit,8/13/2024,31618.70479
8148,Individual,Unverified,Nakuru,339463,Machinery,264210.275,4931.268016,Low,Transporter_A,Nairobi-Eldoret,Namanga,In Transit,TRUE,100000,Damage,Warehouse,12/28/2023,6259.028344
6352,Individual,Verified,Mombasa,802800,Vehicle,186757.7863,2637.25347,High,Transporter_A,Mombasa-Nairobi,Malaba,Delivered,TRUE,10000,Theft,Warehouse,11/24/2023,49952.91724
9711,Individual,Verified,Mombasa,891815,Electronics,296823.8869,425.900532,Low,Transporter_A,Nairobi-Kisumu,Busia,In Transit,FALSE,10000,Damage,Warehouse,10/23/2024,89033.24782
9646,Business,Verified,Mombasa,143162,Furniture,660908.8958,4153.25092,High,Transporter_C,Mombasa-Kampala,Malaba,Delivered,TRUE,100000,None,N/A,,885.1397778
7928,Individual,Verified,Mombasa,126965,Machinery,357864.4626,6803.515081,Low,Transporter_B,Mombasa-Kampala,Taveta,At Customs,TRUE,50000,Theft,Border,10/14/2024,94794.97107
7949,Business,Verified,Eldoret,112410,Furniture,852391.4763,3908.438374,High,Transporter_A,Mombasa-Nairobi,Taveta,At Customs,TRUE,50000,None,N/A,,295.1089683
4690,Individual,Verified,Nakuru,555173,Machinery,165799.1868,5508.568713,Low,Transporter_B,Nairobi-Eldoret,Busia,Delivered,TRUE,0,Fraud,Border,8/10/2024,59797.9607
9575,Individual,Verified,Mombasa,897721,Textiles,170352.8542,4938.491226,Low,Transporter_A,Mombasa-Nairobi,Namanga,At Customs,TRUE,50000,None,N/A,,106.9605454
6891,Business,Verified,Nairobi,600509,Electronics,29138.72717,6476.575529,High,Transporter_A,Mombasa-Nairobi,Namanga,In Transit,TRUE,100000,None,N/A,,2332.468502
3547,Individual,Verified,Mombasa,961354,Textiles,25351.8383,7530.322497,High,Transporter_B,Nairobi-Eldoret,Malaba,In Transit,TRUE,10000,None,N/A,,-61.38176739
3869,Individual,Verified,Eldoret,415063,Textiles,138963.2296,7127.732247,High,Transporter_B,Nairobi-Kisumu,Namanga,At Customs,TRUE,100000,None,N/A,,-839.1889945
1645,Individual,Unverified,Eldoret,682112,Machinery,300261.4513,7100.258104,High,Transporter_A,Nairobi-Eldoret,Namanga,At Customs,TRUE,0,None,N/A,,417.1532855
7540,Business,Verified,Kisumu,603362,Textiles,983307.2789,9124.029774,High,Transporter_A,Mombasa-Kampala,Taveta,Delivered,TRUE,10000,Fraud,Warehouse,12/13/2023,96018.11189
5223,Business,Unverified,Kisumu,200244,Electronics,85781.92523,7675.134091,Low,Transporter_B,Mombasa-Nairobi,Namanga,Delivered,FALSE,50000,Theft,Warehouse,9/22/2024,56571.42945
9611,Individual,Unverified,Nakuru,523817,Vehicle,379941.7675,955.0543392,Low,Transporter_B,Nairobi-Kisumu,Malaba,In Transit,FALSE,50000,Fraud,Warehouse,8/16/2024,25645.74902
2734,Individual,Unverified,Nakuru,307070,Electronics,114047.986,4798.028922,Low,Transporter_A,Mombasa-Kampala,Busia,In Transit,TRUE,100000,None,N/A,,-1292.259688
5976,Business,Unverified,Nakuru,135925,Vehicle,637188.3047,2748.809169,High,Transporter_C,Mombasa-Kampala,Busia,In Transit,TRUE,50000,None,N/A,,2520.984699
3306,Business,Unverified,Mombasa,274311,Vehicle,815165.0618,9225.746462,High,Transporter_A,Mombasa-Nairobi,Taveta,Delivered,TRUE,50000,None,N/A,,1485.28942
2171,Business,Verified,Kisumu,226775,Furniture,264721.9258,6424.577992,High,Transporter_C,Nairobi-Kisumu,Busia,In Transit,TRUE,50000,Theft,Transit,10/24/2024,42715.95622
4124,Business,Verified,Eldoret,506885,Machinery,82341.15924,2282.622552,High,Transporter_C,Mombasa-Nairobi,Taveta,Delivered,TRUE,10000,None,N/A,,351.4292755
2497,Business,Unverified,Kisumu,621323,Vehicle,388037.8146,6356.472859,Low,Transporter_B,Nairobi-Eldoret,Malaba,In Transit,FALSE,10000,None,N/A,,-23.45064964
4180,Individual,Verified,Kisumu,370057,Textiles,814856.8449,5095.081061,High,Transporter_A,Mombasa-Kampala,Namanga,In Transit,FALSE,0,Damage,Warehouse,3/26/2024,39100.66452
7715,Business,Verified,Mombasa,187599,Furniture,122454.5317,998.0932417,Low,Transporter_B,Nairobi-Kisumu,Busia,In Transit,TRUE,10000,Fraud,Warehouse,1/25/2024,990.819386
9858,Individual,Verified,Kisumu,174655,Machinery,555919.8315,6741.148594,Medium,Transporter_B,Mombasa-Nairobi,Namanga,Delivered,TRUE,50000,None,N/A,,956.6664416
3279,Individual,Unverified,Mombasa,517933,Electronics,374482.5042,8022.547823,High,Transporter_C,Mombasa-Nairobi,Malaba,In Transit,TRUE,50000,None,N/A,,-1992.99692
8027,Individual,Verified,Kisumu,777298,Furniture,550443.4658,8024.688122,High,Transporter_C,Nairobi-Kisumu,Taveta,In Transit,TRUE,0,None,N/A,,227.4297996
1307,Individual,Verified,Nakuru,179942,Furniture,303057.6486,1093.373518,Medium,Transporter_B,Nairobi-Kisumu,Namanga,In Transit,TRUE,10000,Theft,Transit,7/22/2024,23900.86797
2251,Business,Verified,Kisumu,795179,Textiles,912051.1003,8470.938144,High,Transporter_A,Mombasa-Kampala,Malaba,At Customs,TRUE,10000,Theft,Border,3/22/2024,89287.74773
1320,Business,Verified,Nairobi,359005,Machinery,418348.3153,6901.617221,Low,Transporter_B,Mombasa-Kampala,Taveta,In Transit,FALSE,10000,None,N/A,,1621.12262
2948,Business,Verified,Nairobi,465244,Electronics,832546.2581,6101.534349,Medium,Transporter_B,Nairobi-Kisumu,Busia,In Transit,FALSE,50000,Theft,Warehouse,6/18/2024,97937.69397
7320,Individual,Verified,Mombasa,722052,Machinery,972884.3236,6526.841493,Low,Transporter_A,Mombasa-Kampala,Malaba,In Transit,TRUE,0,Theft,Border,12/6/2023,34712.19491
9958,Business,Verified,Nakuru,142581,Textiles,885126.3098,5960.892592,High,Transporter_A,Nairobi-Eldoret,Taveta,In Transit,FALSE,100000,None,N/A,,-803.0024797
4940,Business,Verified,Nairobi,639834,Vehicle,2396.459426,4524.986534,High,Transporter_B,Mombasa-Kampala,Busia,At Customs,TRUE,50000,None,N/A,,775.552004
8129,Business,Verified,Nakuru,349937,Electronics,687839.1971,3152.912379,Low,Transporter_B,Nairobi-Kisumu,Namanga,In Transit,FALSE,10000,None,N/A,,-845.515986
9876,Individual,Verified,Eldoret,613852,Vehicle,77783.23899,1327.561527,Medium,Transporter_B,Mombasa-Nairobi,Namanga,At Customs,TRUE,100000,Fraud,Border,2/2/2024,53589.64375
8657,Business,Verified,Eldoret,630530,Furniture,466419.0598,665.7889167,Medium,Transporter_B,Nairobi-Eldoret,Busia,Unknown,TRUE,50000,None,N/A,,1045.597392
9713,Individual,Verified,Nakuru,179722,Machinery,75848.12324,8363.911965,High,Transporter_A,Mombasa-Nairobi,Malaba,In Transit,TRUE,0,None,N/A,,1886.897885
2538,Individual,Verified,Eldoret,188859,Electronics,460027.9012,5459.049987,High,Transporter_C,Mombasa-Kampala,Malaba,At Customs,TRUE,50000,Theft,Warehouse,11/1/2024,57160.49749
2524,Individual,Verified,Kisumu,900015,Machinery,227918.4223,4671.59022,Low,Transporter_C,Nairobi-Eldoret,Malaba,At Customs,TRUE,10000,Fraud,Warehouse,11/13/2023,92286.95483
